DEPARTAMENTO,DISTRITO,LOCALIDAD,ANO,FECHA,ENFERMEDAD,ESPECIE,UTM_ZONA,UTM_HEMISFERIO,UTM_X,UTM_Y,LAT,LONG,TIPO_DE_GEORREFERENCIACION
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,SABETHES (SABETHOIDES) CHLOROPTERUS,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2019,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2019,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,CAPIATA,YBYRARO,2009,,FIEBRE AMARILLA,HAEMAGOGUS (HAEMAGOGUS) SPEGAZZINII,21,S,,,-25.419456,-57.473409,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2019,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2019,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-6-19,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-6-20,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-6-21,FIEBRE AMARILLA,SABETHES (SABETHOIDES) GLAUCODAEMON,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-6-21,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-6-21,FIEBRE AMARILLA,OCHLEROTATUS (COMPLEJO)SERRATUS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-6-21,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-6-21,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) LUTZII,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-8-19,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-8-19,FIEBRE AMARILLA,OCHLEROTATUS (COMPLEJO)SERRATUS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-8-20,FIEBRE AMARILLA,OCHLEROTATUS (OCHLEROTATUS) SCAPULARIS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-8-21,FIEBRE AMARILLA,OCHLEROTATUS (COMPLEJO)SERRATUS,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2019,2019-12-12,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) ALBIGENU,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2019,2019-12-12,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-2-27,FIEBRE AMARILLA,SABETHES (SABETHOIDES) GLAUCODAEMON,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2020,2020-2-27,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2021,2021-4-12,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CANADA SAN RAFAEL,2021,2021-4-13,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.30325792,-57.45655084,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
